City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
329,acarau,-2.8856,-40.12,26.670000000000016,80,66,7.91,BR,1688523800
330,ipueiras,-7.0333,-40.45,20.970000000000027,62,74,6.4,BR,1688523977
331,gangapur,26.4833,76.7167,30.560000000000002,63,91,0.22,IN,1688523977
332,cabo san lucas,22.8909,-109.9124,31.450000000000045,68,0,8.23,MX,1688523673
333,luanda,-8.8368,13.2343,20.0,88,75,1.54,AO,1688523707
334,abeche,13.8292,20.8324,30.110000000000014,36,62,1.03,TD,1688523560
335,tobruk,32.0836,23.9764,23.390000000000043,87,1,4.32,LY,1688523915
336,sydney mines,46.2367,-60.2177,17.920000000000016,96,100,1.03,CA,1688523978
337,sargur,11.9833,76.4167,20.120000000000005,94,100,4.63,IN,1688523979
338,gillette,44.2911,-105.5022,13.510000000000048,75,100,1.54,US,1688523979
339,kogalym,62.2654,74.4791,25.400000000000034,60,14,4.22,RU,1688523979
340,tindouf,27.6711,-8.1474,31.25,23,0,10.29,DZ,1688523682
341,rivera,-30.9053,-55.5508,17.129999999999995,80,60,3.64,UY,1688523980
342,port shepstone,-30.7414,30.455,15.860000000000014,67,48,8.23,ZA,1688523980
343,kilindoni,-7.9139,39.6668,24.860000000000014,70,0,5.49,TZ,1688523980
344,amboasary,-25.0333,46.3833,16.900000000000034,68,0,2.24,MG,1688523981
345,ataq,14.5377,46.8319,26.170000000000016,55,8,2.91,YE,1688523981
346,"laikit, laikit ii (dimembe)",1.4792,124.9735,27.470000000000027,79,40,1.03,ID,1688523981
347,buala,-8.145,159.5921,26.980000000000018,86,98,6.26,SB,1688523982
348,shakawe,-18.3667,21.85,10.710000000000036,51,3,1.92,BW,1688523982
349,gimbi,9.1667,35.8333,13.07000000000005,98,100,1.06,ET,1688523982
350,buzuluk,52.7807,52.2635,20.210000000000036,77,17,1.79,RU,1688523983
351,tshabong,-26.05,22.45,10.5,31,0,3.25,BW,1688523983
352,okhotsk,59.3833,143.3,16.140000000000043,66,20,4.43,RU,1688523742
353,al matariyah,31.1829,32.0311,24.970000000000027,77,0,3.32,EG,1688523983
354,howrah,22.5892,88.3103,31.0,79,40,2.57,IN,1688523694
355,kingston,17.997,-76.7936,27.53000000000003,91,20,3.6,JM,1688523644
356,sassandra,4.95,-6.0833,24.410000000000025,91,93,2.66,CI,1688523984
357,fort bragg,35.139,-79.006,28.32000000000005,75,100,5.66,US,1688523534
358,tsiombe,-25.3,45.4833,16.640000000000043,68,0,3.26,MG,1688523985
359,uberaba,-19.7483,-47.9319,18.32000000000005,48,0,3.09,BR,1688523985
360,cuatro cienegas de carranza,26.9833,-102.0833,28.02000000000004,61,58,4.58,MX,1688523985
361,ta`u,-14.2336,-169.5144,27.170000000000016,78,99,10.06,AS,1688523690
362,san martin,-33.081,-68.4681,11.300000000000011,65,0,1.87,AR,1688523986
363,serenje,-13.2325,30.2352,8.770000000000039,95,0,2.03,ZM,1688523986
364,poronaysk,49.2167,143.1167,11.390000000000043,96,100,1.49,RU,1688523986
365,ulsteinvik,62.3432,5.8487,10.970000000000027,86,23,3.13,NO,1688523986
366,nizhniy kuranakh,58.8353,125.4869,25.03000000000003,64,100,2.81,RU,1688523751
367,enriquillo,17.9,-71.2333,25.710000000000036,90,100,7.87,DO,1688523987
368,enewetak,11.3474,162.3373,28.310000000000002,77,26,8.31,MH,1688523634
369,turan,16.0678,108.2208,30.99000000000001,66,20,1.03,VN,1688523837
370,kingsford,-33.924,151.2275,20.920000000000016,69,40,2.57,AU,1688523988
371,bamyan,34.75,67.25,7.7000000000000455,55,0,2.49,AF,1688523988
372,new norfolk,-42.7826,147.0587,11.720000000000027,63,91,1.16,AU,1688523707
373,kavieng,-2.5744,150.7967,26.5,82,100,1.98,PG,1688523988
374,narvik,68.4384,17.4272,14.660000000000025,83,100,2.22,NO,1688523758
375,cidreira,-30.1811,-50.2056,16.700000000000045,91,54,4.34,BR,1688523648
376,greenland,43.0362,-70.8328,22.140000000000043,93,100,0.45,US,1688523989
377,barcelos,41.5388,-8.6151,18.80000000000001,95,15,1.93,PT,1688523989
378,chaplygin,53.2432,39.9629,16.55000000000001,83,9,2.69,RU,1688523989
379,oum hadjer,13.2954,19.6966,32.879999999999995,36,94,3.93,TD,1688523990
380,mykolayiv,46.9659,31.9974,22.58000000000004,59,4,3.33,UA,1688523991
381,luderitz,-26.6481,15.1594,16.0,53,0,3.36,NA,1688523622
382,tromso,69.6496,18.957,11.32000000000005,87,100,1.03,NO,1688523991
383,bubaque,11.2833,-15.8333,27.58000000000004,80,100,5.83,GW,1688523710
384,yeosu,34.7546,127.6599,25.870000000000005,78,100,5.82,KR,1688523621
385,tauranga,-37.6861,176.1667,16.08000000000004,72,100,2.68,NZ,1688523842
386,fort st. john,56.2499,-120.8529,23.939999999999998,38,20,2.06,CA,1688523992
387,zorritos,-3.6805,-80.6782,27.160000000000025,77,97,0.74,PE,1688523993
388,taoudenni,22.6783,-3.9836,38.879999999999995,15,0,2.38,ML,1688523672
389,sinop,41.7711,34.8709,19.120000000000005,48,0,2.58,TR,1688523993
390,dolores,-36.3132,-57.6792,14.850000000000023,97,23,2.71,AR,1688523794
391,hithadhoo,-0.6,73.0833,28.33000000000004,69,100,6.62,MV,1688523670
392,ebon,4.582,168.6964,28.010000000000048,77,99,7.35,MH,1688523947
393,maslovka,51.5535,39.2357,16.29000000000002,90,7,1.48,RU,1688523994
394,hotan,37.0997,79.9269,26.390000000000043,21,100,3.91,CN,1688523994
395,portland,45.5234,-122.6762,34.200000000000045,25,75,5.14,US,1688523631
396,timbiqui,2.7717,-77.6654,25.210000000000036,92,92,0.37,CO,1688523995
397,antonio enes,-16.2325,39.9086,23.640000000000043,65,98,2.12,MZ,1688523995
398,matadi,-5.8167,13.45,19.930000000000007,97,31,1.43,CD,1688523995
399,armacao de buzios,-22.7469,-41.8817,14.03000000000003,73,5,4.9,BR,1688523996
400,kozhevnikovo,56.2589,83.9714,19.400000000000034,62,100,3.27,RU,1688523996
401,valdosta,30.8327,-83.2785,27.970000000000027,82,0,3.09,US,1688523996
402,igarka,67.4667,86.5833,18.230000000000018,83,67,6.54,RU,1688523695
403,machico,32.7,-16.7667,22.350000000000023,82,75,4.12,PT,1688523997
404,meadow lake,34.8014,-106.5436,33.710000000000036,20,48,4.89,US,1688523782
405,malango,-2.9627,119.9001,26.420000000000016,66,77,1.44,ID,1688523997
406,cachoeirinha,-29.9511,-51.0939,18.510000000000048,91,0,1.54,BR,1688523998
407,vahdat,38.5563,69.0135,24.410000000000025,38,20,4.0,TJ,1688523999
408,mar del plata,-38.0023,-57.5575,12.830000000000041,99,100,8.94,AR,1688523711
409,damara,4.9608,18.7035,21.170000000000016,97,100,1.17,CF,1688523999
410,ancud,-41.8697,-73.8203,8.939999999999998,76,100,9.18,CL,1688523663
411,tete,-16.1564,33.5867,21.05000000000001,68,75,0.0,MZ,1688524000
412,torzhok,57.0436,34.9622,14.120000000000005,91,57,2.38,RU,1688524001
413,mangaldai,26.4333,92.0333,28.77000000000004,82,28,0.73,IN,1688524001
414,salinopolis,-0.6136,-47.3561,26.060000000000002,84,64,3.06,BR,1688523481
415,nenjiang,49.1833,125.2167,26.480000000000018,46,100,9.07,CN,1688524002
416,inongo,-1.95,18.2667,19.960000000000036,71,19,1.58,CD,1688523789
417,luohe,33.5717,114.0353,30.660000000000025,50,3,4.45,CN,1688523997
418,kiunga,-6.1219,141.2906,27.920000000000016,83,99,0.52,PG,1688523728
419,behompy,-23.2496,43.8557,15.79000000000002,86,0,1.64,MG,1688524002
420,brokopondo,4.75,-55.1667,25.100000000000023,88,100,3.96,SR,1688524003
421,sao joao da barra,-21.6403,-41.0511,19.379999999999995,69,97,2.17,BR,1688523753
422,wesselsbron,-27.8549,26.3658,7.890000000000043,50,0,1.07,ZA,1688524004
423,uvira,-3.4067,29.1458,21.04000000000002,72,1,1.8,CD,1688524004
424,qarqaraly,49.4058,75.4742,18.010000000000048,64,100,4.0,KZ,1688524004
425,whakatane,-37.9585,176.9854,16.400000000000034,76,100,3.13,NZ,1688524005
426,margate,51.3813,1.3862,12.610000000000014,87,100,3.13,GB,1688523718
427,nokia,61.4667,23.5,12.620000000000005,93,40,4.63,FI,1688524005
428,kamyzyak,46.11,48.0736,22.99000000000001,68,0,0.0,RU,1688524006
429,atherton,53.5237,-2.4935,13.270000000000039,88,88,1.36,GB,1688524006
430,georgetown,5.4112,100.3354,30.960000000000036,78,20,2.57,MY,1688523613
431,kone,-21.0595,164.8658,27.140000000000043,47,7,1.69,NC,1688524007
432,kayangel,8.0823,134.7173,28.590000000000032,74,100,3.53,PW,1688523673
433,minas de marcona,-15.2119,-75.1103,13.25,86,79,5.74,PE,1688523784
434,nuuk,64.1835,-51.7216,8.340000000000032,87,100,2.24,GL,1688524008
435,mount gambier,-37.8333,140.7667,11.580000000000041,78,54,4.55,AU,1688523689
436,neijiang,29.5835,105.0622,25.760000000000048,71,15,0.57,CN,1688524009
437,rocha,-34.4833,-54.3333,18.950000000000045,71,79,6.3,UY,1688524009
438,lompoc,34.6391,-120.4579,20.010000000000048,80,100,4.02,US,1688523631
439,westport,41.1415,-73.3579,24.120000000000005,91,75,2.06,US,1688523753
440,zouerate,22.7187,-12.4521,32.53000000000003,21,18,8.68,MR,1688524010
441,fortuna,40.5982,-124.1573,13.189999999999998,100,100,3.09,US,1688523632
442,najran,17.4924,44.1277,26.360000000000014,39,100,2.11,SA,1688524011
443,chui,-33.6971,-53.4616,15.950000000000045,89,12,4.15,UY,1688523675
444,rio grande,-32.035,-52.0986,15.53000000000003,92,14,4.32,BR,1688523724
445,nassau,40.7507,-73.5829,25.03000000000003,82,0,0.45,US,1688524011
446,cikampek,-6.4197,107.4558,28.370000000000005,68,4,0.77,ID,1688524012
447,san patricio,28.017,-97.5169,30.100000000000023,71,75,6.89,US,1688523739
448,umm qasr,30.0405,47.9168,28.930000000000007,16,0,5.53,IQ,1688524012
449,puerto ayacucho,5.6639,-67.6236,24.30000000000001,93,100,1.65,VE,1688524012
450,parichhatgarh,28.9833,77.9333,29.24000000000001,70,100,5.5,IN,1688524013
451,petropavlovsk-kamchatsky,53.0452,158.6483,22.33000000000004,64,0,4.0,RU,1688524013
452,kerikeri,-35.2268,173.9474,16.060000000000002,82,100,1.34,NZ,1688523728
453,mangai,-4.05,19.5333,20.879999999999995,53,1,0.62,CD,1688524014
454,kalmunai,7.4167,81.8167,27.129999999999995,73,100,4.19,LK,1688523766
455,todabhim,26.9167,76.8167,30.439999999999998,61,84,0.91,IN,1688524014
456,codajas,-3.8367,-62.0569,25.430000000000007,78,53,1.15,BR,1688524014
457,badger,64.8,-147.5333,20.840000000000032,46,75,5.66,US,1688523678
458,czersk,53.7959,17.9765,7.480000000000018,89,7,2.05,PL,1688524015
459,salalah,17.0151,54.0924,27.05000000000001,94,100,1.54,OM,1688524015
460,altkirch,47.5833,7.1667,17.140000000000043,93,77,3.8,FR,1688524015
461,tirlyanskiy,54.2109,58.5806,19.160000000000025,74,1,1.12,RU,1688524016
462,arkhangel'sk,64.5401,40.5433,13.5,74,4,3.92,RU,1688523957
463,san antonio de pale,-1.4014,5.6325,23.310000000000002,85,70,4.48,GQ,1688524016
464,the pas,53.8251,-101.2541,15.010000000000048,51,0,5.66,CA,1688524016
465,torbat-e heydariyeh,35.274,59.2195,21.100000000000023,31,0,5.2,IR,1688524017
466,banlung,13.7468,107.0045,28.510000000000048,61,86,1.56,KH,1688524017
467,cosne-cours-sur-loire,47.3333,3.1667,15.120000000000005,88,94,6.84,FR,1688524017
468,kitgum,3.2783,32.8867,18.629999999999995,94,70,0.73,UG,1688524018
469,utete,-7.986,38.758,19.82000000000005,86,37,1.18,TZ,1688524018
470,contamana,-7.3333,-75.0167,26.140000000000043,62,40,1.12,PE,1688524019
471,sisimiut,66.9395,-53.6735,5.8799999999999955,92,100,1.53,GL,1688523675
472,twentynine palms,34.1356,-116.0542,33.920000000000016,7,0,4.7,US,1688524019
473,alexandria,31.2156,29.9553,23.30000000000001,75,58,5.22,EG,1688524020
474,sona,45.4388,10.8255,20.689999999999998,82,86,2.18,IT,1688524020
475,beira,-19.8436,34.8389,18.730000000000018,87,1,1.91,MZ,1688524020
476,suva,-18.1416,178.4415,25.710000000000036,61,40,3.09,FJ,1688524020
477,cooper's town,26.8667,-77.5167,29.03000000000003,72,97,3.18,BS,1688524021
478,zhangye,38.9342,100.4517,27.060000000000002,16,32,0.5,CN,1688524021
479,ellsworth,44.5434,-68.4195,21.27000000000004,95,0,3.09,US,1688524022
480,pekalongan,-6.8886,109.6753,27.78000000000003,64,12,0.72,ID,1688523480
481,taseyevo,57.2169,94.8978,22.879999999999995,48,9,2.19,RU,1688524022
482,walvis bay,-22.9575,14.5053,20.78000000000003,29,0,3.18,NA,1688523649
483,naze,28.3667,129.4833,30.510000000000048,75,100,9.12,JP,1688524023
484,port blair,11.6667,92.75,28.0,82,100,8.26,IN,1688523704
485,le port,-20.9373,55.2919,20.980000000000018,82,3,3.42,RE,1688524024
486,maracanau,-3.8767,-38.6256,27.810000000000002,74,20,6.69,BR,1688524024
487,envira,-7.3,-70.2167,24.57000000000005,84,77,1.19,BR,1688524024
488,colonia,50.9333,6.95,18.310000000000002,83,40,6.17,DE,1688523707
489,peace river,56.2501,-117.286,23.170000000000016,40,20,5.14,CA,1688523781
490,sarangani,5.4033,125.4636,28.05000000000001,71,85,1.5,PH,1688523734
491,lazaro cardenas,17.9583,-102.2,28.360000000000014,75,47,1.76,MX,1688524025
492,bulgan,48.8125,103.5347,12.700000000000045,77,100,2.19,MN,1688524025
493,plastun,44.7561,136.2939,15.340000000000032,97,100,2.44,RU,1688524026
494,bemidji,47.4736,-94.8803,18.28000000000003,89,40,1.54,US,1688524026
495,concordia,-31.393,-58.0209,20.99000000000001,73,92,3.58,AR,1688523785
496,pontes e lacerda,-15.2261,-59.3353,19.900000000000034,50,53,0.83,BR,1688524027
497,sake,-1.5736,29.045,15.050000000000011,92,9,0.67,CD,1688524027
498,kuanda,56.3161,116.0806,22.210000000000036,68,100,0.48,RU,1688524027
499,palikir - national government center,6.9248,158.1611,30.470000000000027,84,100,5.14,FM,1688523725
500,les cayes,18.2,-73.75,27.33000000000004,80,100,2.45,HT,1688524028
501,mulayjah,27.271,48.4242,32.08000000000004,14,31,5.3,SA,1688523637
502,dharur,18.8167,76.1167,23.29000000000002,89,100,4.33,IN,1688524028
503,awjilah,29.1081,21.2869,23.710000000000036,66,0,3.18,LY,1688523640
504,argo,37.6333,22.7333,23.210000000000036,62,0,1.56,GR,1688524029
505,gadzhiyevo,69.2551,33.3362,9.050000000000011,97,100,3.9,RU,1688523678
506,girvan,55.2426,-4.8555,12.0,87,95,3.06,GB,1688524029
507,priargunsk,50.3691,119.1012,16.640000000000043,95,100,8.49,RU,1688524029
508,hasaki,35.7333,140.8333,27.220000000000027,80,100,4.02,JP,1688523658
509,carolina beach,34.0352,-77.8936,27.04000000000002,89,100,4.12,US,1688524030
510,pangody,65.85,74.4859,22.230000000000018,64,0,6.5,RU,1688524031
511,jaen,38.0,-3.5,23.420000000000016,27,0,0.87,ES,1688524031
512,eksere,36.8134,31.9997,22.650000000000034,34,0,3.09,TR,1688524031
513,barra de santo antonio,-9.4047,-35.5072,24.600000000000023,78,84,6.05,BR,1688523765
514,tovuz,40.9922,45.6289,21.360000000000014,64,78,2.05,AZ,1688523826
515,kirkwood,38.5834,-90.4068,29.77000000000004,51,75,6.17,US,1688524032
516,qorveh,35.1664,47.8045,19.090000000000032,41,0,3.83,IR,1688524032
517,ploudalmezeau,48.5333,-4.65,14.140000000000043,93,0,2.57,FR,1688524033
518,wajir,1.7471,40.0573,21.189999999999998,78,2,3.27,KE,1688524033
519,brisas de zicatela,15.8369,-97.0419,27.680000000000007,84,100,2.26,MX,1688523717
520,rodez,44.5,2.5833,16.170000000000016,88,20,5.14,FR,1688524033
521,aneho,6.2333,1.6,23.610000000000014,94,100,3.87,TG,1688524034
522,haflong,25.1833,93.0333,23.900000000000034,100,99,1.31,IN,1688524034
523,quelimane,-17.8786,36.8883,20.970000000000027,88,75,1.54,MZ,1688523720
524,sanctuary point,-35.1114,150.629,19.0,56,64,5.12,AU,1688524034
525,natal,-5.795,-35.2094,24.360000000000014,88,0,5.14,BR,1688524035
526,ust'-ilimsk,58.0006,102.6619,23.140000000000043,57,100,5.08,RU,1688524035
527,mokhsogollokh,61.4681,128.9203,23.0,41,100,1.93,RU,1688523735
528,san clemente del tuyu,-36.3569,-56.7235,15.550000000000011,97,78,3.86,AR,1688524035
529,chapada dos guimaraes,-15.4606,-55.7497,15.810000000000002,37,63,2.37,BR,1688524036
530,sangkhla buri,15.1555,98.4536,23.700000000000045,98,100,0.51,TH,1688524036
531,buckhannon,38.994,-80.232,23.0,92,20,0.0,US,1688524036
532,burgersdorp,-30.9977,26.3286,5.2000000000000455,59,19,2.68,ZA,1688524036
533,brandon,27.9378,-82.2859,31.180000000000007,75,0,2.06,US,1688524037
534,lucea,18.451,-78.1736,28.920000000000016,81,6,2.99,JM,1688524037
535,byron bay,-28.65,153.6167,23.730000000000018,57,0,3.76,AU,1688523711
536,immokalee,26.4187,-81.4173,29.950000000000045,82,84,3.15,US,1688524037
537,guiglo,6.5456,-7.4966,21.720000000000027,97,100,1.01,CI,1688524038
538,matoury,4.8483,-52.3317,23.980000000000018,94,75,0.0,GF,1688524038
539,alindao,5.0267,21.2088,20.350000000000023,96,100,0.95,CF,1688524038
540,karratha,-20.7377,116.8463,20.660000000000025,57,58,3.67,AU,1688523664
541,albertina,-22.2008,-46.6158,10.460000000000036,73,0,2.48,BR,1688524039
542,tatarsk,55.219,75.9828,20.24000000000001,54,19,3.64,RU,1688523727
543,taulaga,-11.0553,-171.0883,27.890000000000043,79,53,8.87,AS,1688524039
544,ghormach,35.7306,63.7826,26.05000000000001,23,0,2.1,AF,1688524040
545,nizhnesortymskiy,62.4397,71.7603,24.420000000000016,61,60,2.62,RU,1688524040
546,extrema,-22.8547,-46.3183,10.430000000000007,83,0,1.83,BR,1688524040
547,jayapura,-2.5333,140.7,27.660000000000025,81,99,1.6,ID,1688524010
548,rantepao,-2.9701,119.8978,26.410000000000025,66,77,1.43,ID,1688524041
549,cananeia,-25.0147,-47.9267,16.05000000000001,89,3,1.73,BR,1688524041
550,prince rupert,54.3161,-130.3201,16.83000000000004,90,20,6.69,CA,1688523666
551,at taj,24.2049,23.2857,26.879999999999995,31,33,4.52,LY,1688524041
552,moultonborough,43.7548,-71.3967,21.54000000000002,95,0,2.24,US,1688524042
553,nouadhibou,20.931,-17.0347,20.99000000000001,94,75,7.72,MR,1688524042
554,dul'durga,50.6761,113.5931,13.990000000000009,97,100,1.69,RU,1688524042
555,loukhi,66.0764,33.0381,11.210000000000036,94,100,3.21,RU,1688524042
556,lukolela,-1.0605,17.1821,20.189999999999998,71,10,0.34,CD,1688524043
557,burang,30.25,81.1667,8.950000000000045,94,100,2.55,CN,1688524043
558,xiannu,32.4367,119.5508,29.720000000000027,65,49,2.93,CN,1688524043
559,tamanrasset,22.785,5.5228,26.950000000000045,13,0,1.03,DZ,1688524044
560,turrialba,9.9047,-83.6835,25.210000000000036,99,100,0.55,CR,1688524044
561,port saint john's,-31.6229,29.5448,15.830000000000041,64,100,7.27,ZA,1688523761
562,amal,59.051,12.7049,12.060000000000002,76,69,5.48,SE,1688524044
563,swift current,50.2834,-107.8014,15.450000000000045,51,0,2.57,CA,1688524045
564,strelka,58.0728,93.0344,22.879999999999995,52,0,2.16,RU,1688524045
565,tvoroyri,61.5556,-6.8111,9.310000000000002,75,97,4.48,FO,1688524045
566,gobabis,-22.45,18.9667,9.629999999999995,28,0,3.12,NA,1688523616
567,mabopane,-25.4977,28.1007,10.920000000000016,40,0,1.72,ZA,1688524046
568,veraval,20.9,70.3667,28.07000000000005,83,97,4.94,IN,1688524046
569,ceeldheer,3.8488,47.1806,23.870000000000005,79,57,7.87,SO,1688524046
570,santa marta,11.2408,-74.199,29.939999999999998,72,40,6.17,CO,1688524047
571,sampit,-2.5333,112.95,29.110000000000014,73,65,1.16,ID,1688524047
572,richards bay,-28.783,32.0377,18.640000000000043,79,90,6.04,ZA,1688523415
573,araxa,-19.5933,-46.9406,11.28000000000003,66,0,1.88,BR,1688524047
